machine_id,lifespan_class,is_future,Type,day_index,reading_index,date,timestamp,Air temperature [K],Process temperature [K],Rotational speed [rpm],Torque [Nm],Tool wear [min]
MCH-S-01,short,0,H,5,5,2026-01-06,2026-01-06T15:18:00,303.093,319.114,1482.379,82.984,20.39
MCH-S-01,short,0,H,5,6,2026-01-06,2026-01-06T18:18:00,303.038,318.649,1482.41,83.048,20.571
MCH-S-01,short,0,H,5,7,2026-01-06,2026-01-06T21:18:00,302.9,318.384,1476.242,83.19,20.73
MCH-S-01,short,0,H,6,0,2026-01-07,2026-01-07T00:18:00,302.693,318.257,1498.236,83.466,20.932
MCH-S-01,short,0,H,6,1,2026-01-07,2026-01-07T03:18:00,302.73,318.154,1522.097,83.656,21.062
MCH-S-01,short,0,H,6,2,2026-01-07,2026-01-07T06:18:00,302.557,318.309,1539.911,84.608,21.194
MCH-S-01,short,0,H,6,3,2026-01-07,2026-01-07T09:18:00,302.416,318.138,1541.256,85.773,21.354
MCH-S-01,short,0,H,6,4,2026-01-07,2026-01-07T12:18:00,302.089,318.198,1535.93,87.067,21.469
MCH-S-01,short,0,H,6,5,2026-01-07,2026-01-07T15:18:00,302.042,317.891,1515.46,87.316,21.662
MCH-S-01,short,0,H,6,6,2026-01-07,2026-01-07T18:18:00,301.856,317.705,1500.053,87.126,21.799
MCH-S-01,short,0,H,6,7,2026-01-07,2026-01-07T21:18:00,301.861,317.391,1500.933,86.986,21.851
MCH-S-01,short,0,H,7,0,2026-01-08,2026-01-08T00:18:00,302.071,317.589,1519.177,86.721,22.02
MCH-S-01,short,0,H,7,1,2026-01-08,2026-01-08T03:18:00,302.087,317.67,1540.599,87.078,22.114
MCH-S-01,short,0,H,7,2,2026-01-08,2026-01-08T06:18:00,302.138,318.009,1554.051,87.676,22.305
MCH-S-01,short,0,H,7,3,2026-01-08,2026-01-08T09:18:00,302.177,318.28,1552.653,88.661,22.482
MCH-S-01,short,0,H,7,4,2026-01-08,2026-01-08T12:18:00,302.012,318.29,1544.29,89.091,22.614
MCH-S-01,short,0,H,7,5,2026-01-08,2026-01-08T15:18:00,301.982,318.549,1517.634,89.698,22.764
MCH-S-01,short,0,H,7,6,2026-01-08,2026-01-08T18:18:00,302.168,318.49,1487.332,89.389,22.936
MCH-S-01,short,0,H,7,7,2026-01-08,2026-01-08T21:18:00,302.252,318.558,1483.759,89.33,23.156
MCH-S-01,short,0,H,8,0,2026-01-09,2026-01-09T00:18:00,302.505,318.99,1506.125,89.512,23.362
MCH-S-01,short,0,H,8,1,2026-01-09,2026-01-09T03:18:00,302.824,319.482,1537.302,90.0,23.579
MCH-S-01,short,0,H,8,2,2026-01-09,2026-01-09T06:18:00,303.12,320.883,1517.324,90.0,23.694
MCH-S-01,short,0,H,8,3,2026-01-09,2026-01-09T09:18:00,303.33,321.467,1516.606,90.0,23.905
MCH-S-01,short,0,H,8,4,2026-01-09,2026-01-09T12:18:00,303.577,321.923,1507.527,90.0,24.105
MCH-S-01,short,0,H,8,5,2026-01-09,2026-01-09T15:18:00,303.701,322.219,1494.403,90.0,24.263
MCH-S-01,short,0,H,8,6,2026-01-09,2026-01-09T18:18:00,304.096,322.402,1489.177,90.0,24.462
MCH-S-01,short,0,H,8,7,2026-01-09,2026-01-09T21:18:00,304.458,322.589,1477.613,90.0,24.644
MCH-S-01,short,0,H,9,0,2026-01-10,2026-01-10T00:18:00,304.848,323.157,1488.231,90.0,24.707
MCH-S-01,short,0,H,9,1,2026-01-10,2026-01-10T03:18:00,305.296,323.343,1504.84,90.0,24.875
MCH-S-01,short,0,H,9,2,2026-01-10,2026-01-10T06:18:00,305.661,323.853,1516.173,90.0,25.0
MCH-S-01,short,0,H,9,3,2026-01-10,2026-01-10T09:18:00,305.854,324.325,1520.151,90.0,25.156
MCH-S-01,short,0,H,9,4,2026-01-10,2026-01-10T12:18:00,305.981,324.78,1493.475,90.0,25.348
MCH-S-01,short,0,H,9,5,2026-01-10,2026-01-10T15:18:00,306.194,324.934,1480.66,90.0,25.459
MCH-S-01,short,0,H,9,6,2026-01-10,2026-01-10T18:18:00,306.469,325.192,1452.82,90.0,25.636
MCH-S-01,short,0,H,9,7,2026-01-10,2026-01-10T21:18:00,306.737,325.127,1445.998,90.0,25.805
MCH-S-01,short,0,H,10,0,2026-01-11,2026-01-11T00:18:00,307.076,325.069,1464.402,90.0,25.984
MCH-S-01,short,0,H,10,1,2026-01-11,2026-01-11T03:18:00,307.282,325.233,1486.776,90.0,26.141
MCH-S-01,short,0,H,10,2,2026-01-11,2026-01-11T06:18:00,307.532,325.359,1503.611,90.0,26.34
MCH-S-01,short,0,H,10,3,2026-01-11,2026-01-11T09:18:00,307.579,325.546,1519.502,90.0,26.484
MCH-S-01,short,0,H,10,4,2026-01-11,2026-01-11T12:18:00,307.413,325.546,1519.491,90.0,26.679
MCH-S-01,short,0,H,10,5,2026-01-11,2026-01-11T15:18:00,307.438,325.415,1504.984,90.0,26.864
MCH-S-01,short,0,H,10,6,2026-01-11,2026-01-11T18:18:00,307.461,325.356,1480.27,90.0,27.003
MCH-S-01,short,0,H,10,7,2026-01-11,2026-01-11T21:18:00,307.783,325.176,1487.192,90.0,27.158
MCH-S-01,short,0,H,11,0,2026-01-12,2026-01-12T00:18:00,307.829,324.85,1492.737,90.0,27.351
MCH-S-01,short,0,H,11,1,2026-01-12,2026-01-12T03:18:00,307.803,324.786,1516.091,90.0,27.546
MCH-S-01,short,0,H,11,2,2026-01-12,2026-01-12T06:18:00,307.675,324.821,1544.334,90.0,27.677
MCH-S-01,short,0,H,11,3,2026-01-12,2026-01-12T09:18:00,307.441,324.622,1549.917,90.0,27.846
MCH-S-01,short,0,H,11,4,2026-01-12,2026-01-12T12:18:00,307.259,324.229,1548.128,90.0,27.948
MCH-S-01,short,0,H,11,5,2026-01-12,2026-01-12T15:18:00,307.146,324.052,1543.549,90.0,28.088
MCH-S-01,short,0,H,11,6,2026-01-12,2026-01-12T18:18:00,307.038,323.629,1527.268,90.0,28.304
MCH-S-01,short,0,H,11,7,2026-01-12,2026-01-12T21:18:00,307.03,323.468,1514.161,90.0,28.353
MCH-S-01,short,0,H,12,0,2026-01-13,2026-01-13T00:18:00,306.878,323.065,1521.588,90.0,28.509
MCH-S-01,short,0,H,12,1,2026-01-13,2026-01-13T03:18:00,306.8,322.876,1527.739,90.0,28.662
MCH-S-01,short,0,H,12,2,2026-01-13,2026-01-13T06:18:00,306.775,323.999,1580.936,90.0,28.839
MCH-S-01,short,0,H,12,3,2026-01-13,2026-01-13T09:18:00,306.496,323.636,1595.462,90.0,28.97
MCH-S-01,short,0,H,12,4,2026-01-13,2026-01-13T12:18:00,306.203,323.314,1596.895,90.0,29.09
MCH-S-01,short,0,H,12,5,2026-01-13,2026-01-13T15:18:00,305.958,322.925,1581.306,90.0,29.216
MCH-S-01,short,0,H,12,6,2026-01-13,2026-01-13T18:18:00,305.837,322.635,1563.235,90.0,29.36
MCH-S-01,short,0,H,12,7,2026-01-13,2026-01-13T21:18:00,305.677,322.331,1556.426,90.0,29.548
MCH-S-01,short,0,H,13,0,2026-01-14,2026-01-14T00:18:00,305.634,322.077,1547.213,90.0,29.734
MCH-S-01,short,0,H,13,1,2026-01-14,2026-01-14T03:18:00,305.649,323.433,1615.81,90.0,29.972
MCH-S-01,short,0,H,13,2,2026-01-14,2026-01-14T06:18:00,305.427,323.224,1636.902,90.0,30.175
MCH-S-01,short,0,H,13,3,2026-01-14,2026-01-14T09:18:00,305.308,323.39,1643.169,90.0,30.345
MCH-S-01,short,0,H,13,4,2026-01-14,2026-01-14T12:18:00,305.082,323.282,1632.005,90.0,30.452
MCH-S-01,short,0,H,13,5,2026-01-14,2026-01-14T15:18:00,304.974,323.25,1593.629,90.0,30.621
MCH-S-01,short,0,H,13,6,2026-01-14,2026-01-14T18:18:00,304.819,323.063,1575.434,90.0,30.842
MCH-S-01,short,0,H,13,7,2026-01-14,2026-01-14T21:18:00,304.748,322.819,1573.492,90.0,31.003
MCH-S-01,short,0,H,14,0,2026-01-15,2026-01-15T00:18:00,304.731,322.966,1584.617,90.0,31.182
MCH-S-01,short,0,H,14,1,2026-01-15,2026-01-15T03:18:00,304.838,323.514,1607.875,90.0,31.346
MCH-S-01,short,0,H,14,2,2026-01-15,2026-01-15T06:18:00,304.768,323.788,1629.724,90.0,31.464
MCH-S-01,short,0,H,14,3,2026-01-15,2026-01-15T09:18:00,304.693,324.173,1630.438,90.0,31.635
MCH-S-01,short,0,H,14,4,2026-01-15,2026-01-15T12:18:00,304.574,324.555,1613.436,90.0,31.872
MCH-S-01,short,0,H,14,5,2026-01-15,2026-01-15T15:18:00,304.6,324.654,1588.74,90.0,32.01
MCH-S-01,short,0,H,14,6,2026-01-15,2026-01-15T18:18:00,304.429,324.712,1571.279,90.0,32.186
MCH-S-01,short,0,H,14,7,2026-01-15,2026-01-15T21:18:00,304.478,325.016,1564.983,90.0,32.294
MCH-S-01,short,0,H,15,0,2026-01-16,2026-01-16T00:18:00,304.732,325.235,1563.839,90.0,32.414
MCH-S-01,short,0,H,15,1,2026-01-16,2026-01-16T03:18:00,305.098,325.741,1590.372,90.0,32.616
MCH-S-01,short,0,H,15,2,2026-01-16,2026-01-16T06:18:00,305.256,326.246,1609.946,90.0,32.768
MCH-S-01,short,0,H,15,3,2026-01-16,2026-01-16T09:18:00,305.626,326.57,1612.705,90.0,32.958
MCH-S-01,short,0,H,15,4,2026-01-16,2026-01-16T12:18:00,305.668,326.922,1611.074,90.0,33.146
MCH-S-01,short,0,H,15,5,2026-01-16,2026-01-16T15:18:00,305.896,327.186,1590.309,90.0,33.331
MCH-S-01,short,0,H,15,6,2026-01-16,2026-01-16T18:18:00,306.052,327.404,1571.03,90.0,33.544
MCH-S-01,short,0,H,15,7,2026-01-16,2026-01-16T21:18:00,306.366,327.727,1576.444,90.0,33.681
MCH-S-01,short,0,H,16,0,2026-01-17,2026-01-17T00:18:00,306.726,327.951,1575.129,90.0,33.851
MCH-S-01,short,0,H,16,1,2026-01-17,2026-01-17T03:18:00,307.105,328.337,1581.778,90.0,34.048
MCH-S-01,short,0,H,16,2,2026-01-17,2026-01-17T06:18:00,307.408,328.809,1607.762,90.0,34.19
MCH-S-01,short,0,H,16,3,2026-01-17,2026-01-17T09:18:00,307.614,329.271,1614.921,90.0,34.435
MCH-S-01,short,0,H,16,4,2026-01-17,2026-01-17T12:18:00,307.702,329.599,1600.08,90.0,34.57
MCH-S-01,short,0,H,16,5,2026-01-17,2026-01-17T15:18:00,307.983,329.813,1577.535,90.0,34.766
MCH-S-01,short,0,H,16,6,2026-01-17,2026-01-17T18:18:00,308.343,330.002,1565.428,90.0,34.999
MCH-S-01,short,0,H,16,7,2026-01-17,2026-01-17T21:18:00,308.738,330.283,1560.924,90.0,35.193
MCH-S-01,short,0,H,17,0,2026-01-18,2026-01-18T00:18:00,308.899,330.204,1582.356,90.0,35.231
MCH-S-01,short,0,H,17,1,2026-01-18,2026-01-18T03:18:00,309.052,330.457,1611.231,90.0,35.373
MCH-S-01,short,0,H,17,2,2026-01-18,2026-01-18T06:18:00,309.103,332.204,1568.256,90.0,35.549
MCH-S-01,short,0,H,17,3,2026-01-18,2026-01-18T09:18:00,309.306,332.191,1572.869,90.0,35.66
MCH-S-01,short,0,H,17,4,2026-01-18,2026-01-18T12:18:00,309.293,332.29,1557.349,90.0,35.88
MCH-S-01,short,0,H,17,5,2026-01-18,2026-01-18T15:18:00,309.282,332.404,1551.598,90.0,36.076
MCH-S-01,short,0,H,17,6,2026-01-18,2026-01-18T18:18:00,309.436,332.253,1528.053,90.0,36.171
MCH-S-01,short,0,H,17,7,2026-01-18,2026-01-18T21:18:00,309.678,332.236,1542.604,90.0,36.345
MCH-S-01,short,0,H,18,0,2026-01-19,2026-01-19T00:18:00,309.77,332.154,1559.007,90.0,36.483
MCH-S-01,short,0,H,18,1,2026-01-19,2026-01-19T03:18:00,309.792,331.89,1582.572,90.0,36.651
MCH-S-01,short,0,H,18,2,2026-01-19,2026-01-19T06:18:00,309.932,331.887,1598.887,90.0,36.862
MCH-S-01,short,0,H,18,3,2026-01-19,2026-01-19T09:18:00,309.817,335.315,1490.713,90.0,37.022
MCH-S-01,short,0,H,18,4,2026-01-19,2026-01-19T12:18:00,309.493,335.17,1470.228,90.0,37.215
MCH-S-01,short,0,H,18,5,2026-01-19,2026-01-19T15:18:00,309.351,334.716,1449.198,90.0,37.335
MCH-S-01,short,0,H,18,6,2026-01-19,2026-01-19T18:18:00,309.282,334.353,1437.254,90.0,37.529
MCH-S-01,short,0,H,18,7,2026-01-19,2026-01-19T21:18:00,309.303,334.072,1437.939,90.0,37.694
MCH-S-01,short,0,H,19,0,2026-01-20,2026-01-20T00:18:00,309.245,333.686,1449.535,90.0,37.935
MCH-S-01,short,0,H,19,1,2026-01-20,2026-01-20T03:18:00,309.131,333.562,1479.467,90.0,38.086
MCH-S-01,short,0,H,19,2,2026-01-20,2026-01-20T06:18:00,308.929,333.564,1510.379,90.0,38.28
MCH-S-01,short,0,H,19,3,2026-01-20,2026-01-20T09:18:00,308.724,333.296,1517.0,90.0,38.475
MCH-S-01,short,0,H,19,4,2026-01-20,2026-01-20T12:18:00,308.434,332.908,1498.855,90.0,38.601
MCH-S-01,short,0,H,19,5,2026-01-20,2026-01-20T15:18:00,308.113,332.275,1481.695,90.0,38.671
MCH-S-01,short,0,H,19,6,2026-01-20,2026-01-20T18:18:00,307.867,331.851,1470.681,90.0,38.809
MCH-S-01,short,0,H,19,7,2026-01-20,2026-01-20T21:18:00,307.71,331.561,1460.2,90.0,38.996
MCH-S-01,short,0,H,20,0,2026-01-21,2026-01-21T00:18:00,307.79,331.413,1472.742,90.0,39.094
MCH-S-01,short,0,H,20,1,2026-01-21,2026-01-21T03:18:00,307.802,331.217,1485.743,90.0,39.314
MCH-S-01,short,0,H,20,2,2026-01-21,2026-01-21T06:18:00,307.679,330.969,1509.02,90.0,39.53
MCH-S-01,short,0,H,20,3,2026-01-21,2026-01-21T09:18:00,307.45,331.005,1509.439,90.0,39.686
MCH-S-01,short,0,H,20,4,2026-01-21,2026-01-21T12:18:00,307.357,331.172,1485.871,90.0,39.894
MCH-S-01,short,0,H,20,5,2026-01-21,2026-01-21T15:18:00,307.146,330.841,1477.209,90.0,40.112
MCH-S-01,short,0,H,20,6,2026-01-21,2026-01-21T18:18:00,307.123,330.631,1453.851,90.0,40.254
MCH-S-01,short,0,H,20,7,2026-01-21,2026-01-21T21:18:00,307.073,330.634,1454.376,90.0,40.413
MCH-S-01,short,0,H,21,0,2026-01-22,2026-01-22T00:18:00,307.188,330.811,1451.24,90.0,40.573
MCH-S-01,short,0,H,21,1,2026-01-22,2026-01-22T03:18:00,307.299,331.023,1481.567,90.0,40.73
MCH-S-01,short,0,H,21,2,2026-01-22,2026-01-22T06:18:00,307.3,331.289,1508.687,90.0,40.882
MCH-S-01,short,0,H,21,3,2026-01-22,2026-01-22T09:18:00,307.345,331.713,1509.594,90.0,41.05
MCH-S-01,short,0,H,21,4,2026-01-22,2026-01-22T12:18:00,307.292,331.652,1490.17,90.0,41.233
MCH-S-01,short,0,H,21,5,2026-01-22,2026-01-22T15:18:00,307.092,331.607,1483.511,90.0,41.441
MCH-S-01,short,0,H,21,6,2026-01-22,2026-01-22T18:18:00,307.064,335.173,1581.738,90.0,41.577
MCH-S-01,short,0,H,21,7,2026-01-22,2026-01-22T21:18:00,307.219,336.939,1641.335,90.0,41.742
MCH-S-01,short,0,H,22,0,2026-01-23,2026-01-23T00:18:00,307.611,337.304,1653.514,90.0,41.881
MCH-S-01,short,0,H,22,1,2026-01-23,2026-01-23T03:18:00,308.047,337.623,1664.478,90.0,42.044
MCH-S-01,short,0,H,22,2,2026-01-23,2026-01-23T06:18:00,308.26,338.249,1673.985,90.0,42.176
MCH-S-01,short,0,H,22,3,2026-01-23,2026-01-23T09:18:00,308.271,338.622,1672.115,90.0,42.374
MCH-S-01,short,0,H,22,4,2026-01-23,2026-01-23T12:18:00,308.515,339.197,1674.421,90.0,42.464
MCH-S-01,short,0,H,22,5,2026-01-23,2026-01-23T15:18:00,308.605,339.386,1675.43,90.0,42.67
MCH-S-01,short,0,H,22,6,2026-01-23,2026-01-23T18:18:00,308.814,339.769,1658.393,90.0,42.801
MCH-S-01,short,0,H,22,7,2026-01-23,2026-01-23T21:18:00,308.923,339.862,1635.552,90.0,42.979
MCH-S-01,short,0,H,23,0,2026-01-24,2026-01-24T00:18:00,309.21,340.0,1647.55,90.0,43.208
MCH-S-01,short,0,H,23,1,2026-01-24,2026-01-24T03:18:00,309.614,340.0,1670.553,90.0,43.408
MCH-S-01,short,0,H,23,2,2026-01-24,2026-01-24T06:18:00,309.652,340.0,1685.892,90.0,43.552
MCH-S-01,short,0,H,23,3,2026-01-24,2026-01-24T09:18:00,309.89,340.0,1692.659,90.0,43.695
MCH-S-01,short,0,H,23,4,2026-01-24,2026-01-24T12:18:00,309.957,340.0,1674.182,90.0,43.817
MCH-S-01,short,0,H,23,5,2026-01-24,2026-01-24T15:18:00,310.176,340.0,1659.98,90.0,43.997
MCH-S-01,short,0,H,23,6,2026-01-24,2026-01-24T18:18:00,310.348,340.0,1653.829,90.0,44.15
MCH-S-01,short,0,H,23,7,2026-01-24,2026-01-24T21:18:00,310.525,340.0,1645.369,90.0,44.314
MCH-S-01,short,0,H,24,0,2026-01-25,2026-01-25T00:18:00,310.832,340.0,1661.658,90.0,44.536
MCH-S-01,short,0,H,24,1,2026-01-25,2026-01-25T03:18:00,310.94,340.0,1676.752,90.0,44.643
MCH-S-01,short,0,H,24,2,2026-01-25,2026-01-25T06:18:00,311.016,340.0,1688.177,90.0,44.833
MCH-S-01,short,0,H,24,3,2026-01-25,2026-01-25T09:18:00,311.154,340.0,1685.706,90.0,45.073
MCH-S-01,short,0,H,24,4,2026-01-25,2026-01-25T12:18:00,311.195,340.0,1676.661,90.0,45.196
MCH-S-01,short,0,H,24,5,2026-01-25,2026-01-25T15:18:00,311.349,340.0,1653.238,90.0,45.29
MCH-S-01,short,0,H,24,6,2026-01-25,2026-01-25T18:18:00,311.507,340.0,1627.909,90.0,45.475
MCH-S-01,short,0,H,24,7,2026-01-25,2026-01-25T21:18:00,311.62,340.0,1609.592,90.0,45.62
MCH-S-01,short,0,H,25,0,2026-01-26,2026-01-26T00:18:00,311.662,340.0,1608.011,90.0,45.832
MCH-S-01,short,0,H,25,1,2026-01-26,2026-01-26T03:18:00,311.519,340.0,1626.227,90.0,45.858
MCH-S-01,short,0,H,25,2,2026-01-26,2026-01-26T06:18:00,311.479,340.0,1633.012,90.0,45.999
MCH-S-01,short,0,H,25,3,2026-01-26,2026-01-26T09:18:00,311.362,340.0,1631.218,90.0,46.206
MCH-S-01,short,0,H,25,4,2026-01-26,2026-01-26T12:18:00,311.041,340.0,1619.522,90.0,46.328
MCH-S-01,short,0,H,25,5,2026-01-26,2026-01-26T15:18:00,310.977,340.0,1599.686,90.0,46.416
MCH-S-01,short,0,H,25,6,2026-01-26,2026-01-26T18:18:00,310.812,340.0,1591.054,90.0,46.587
MCH-S-01,short,0,H,25,7,2026-01-26,2026-01-26T21:18:00,310.801,340.0,1591.947,90.0,46.77
MCH-S-01,short,0,H,26,0,2026-01-27,2026-01-27T00:18:00,310.563,340.0,1605.302,90.0,46.89
MCH-S-01,short,0,H,26,1,2026-01-27,2026-01-27T03:18:00,310.296,339.954,1615.357,90.0,47.097
MCH-S-01,short,0,H,26,2,2026-01-27,2026-01-27T06:18:00,309.901,339.81,1632.145,90.0,47.248
MCH-S-01,short,0,H,26,3,2026-01-27,2026-01-27T09:18:00,309.593,339.722,1623.95,90.0,47.53
MCH-S-01,short,0,H,26,4,2026-01-27,2026-01-27T12:18:00,309.418,339.431,1615.735,90.0,47.585
MCH-S-01,short,0,H,26,5,2026-01-27,2026-01-27T15:18:00,308.895,339.191,1601.42,90.0,47.742
MCH-S-01,short,0,H,26,6,2026-01-27,2026-01-27T18:18:00,308.758,338.638,1583.789,90.0,47.877
MCH-S-01,short,0,H,26,7,2026-01-27,2026-01-27T21:18:00,308.567,338.448,1572.438,90.0,48.031
MCH-S-01,short,0,H,27,0,2026-01-28,2026-01-28T00:18:00,308.412,338.509,1582.71,90.0,48.178
MCH-S-01,short,0,H,27,1,2026-01-28,2026-01-28T03:18:00,308.328,338.377,1597.145,90.0,48.309
MCH-S-01,short,0,H,27,2,2026-01-28,2026-01-28T06:18:00,308.26,338.349,1615.701,90.0,48.483
MCH-S-01,short,0,H,27,3,2026-01-28,2026-01-28T09:18:00,308.064,338.155,1631.302,90.0,48.683
MCH-S-01,short,0,H,27,4,2026-01-28,2026-01-28T12:18:00,307.824,338.027,1626.756,90.0,48.861
MCH-S-01,short,0,H,27,5,2026-01-28,2026-01-28T15:18:00,307.461,337.876,1607.083,90.0,49.054
MCH-S-01,short,0,H,27,6,2026-01-28,2026-01-28T18:18:00,307.289,337.5,1597.788,90.0,49.173
MCH-S-01,short,0,H,27,7,2026-01-28,2026-01-28T21:18:00,307.359,337.377,1592.081,90.0,49.284
MCH-S-01,short,0,H,28,0,2026-01-29,2026-01-29T00:18:00,307.531,337.452,1614.075,90.0,49.417
MCH-S-01,short,0,H,28,1,2026-01-29,2026-01-29T03:18:00,307.772,337.621,1642.402,90.0,49.588
MCH-S-01,short,0,H,28,2,2026-01-29,2026-01-29T06:18:00,307.662,338.016,1670.782,90.0,49.749
MCH-S-01,short,0,H,28,3,2026-01-29,2026-01-29T09:18:00,307.787,338.319,1679.272,90.0,49.894
MCH-S-01,short,0,H,28,4,2026-01-29,2026-01-29T12:18:00,307.774,338.305,1658.394,90.0,50.081
MCH-S-01,short,0,H,28,5,2026-01-29,2026-01-29T15:18:00,307.84,338.383,1649.275,90.0,50.257
MCH-S-01,short,0,H,28,6,2026-01-29,2026-01-29T18:18:00,307.878,338.444,1642.524,90.0,50.45
MCH-S-01,short,0,H,28,7,2026-01-29,2026-01-29T21:18:00,307.928,338.261,1640.259,90.0,50.611
MCH-S-01,short,0,H,29,0,2026-01-30,2026-01-30T00:18:00,308.084,338.352,1670.011,90.0,50.742
MCH-S-01,short,0,H,29,1,2026-01-30,2026-01-30T03:18:00,308.422,338.824,1679.492,90.0,50.971
